aa: 		 7.112230666001969e-5
ab: 		 0.004326773942256033
ac: 		 0.005481760133509592
ad: 		 0.003097994183998416
ae: 		 9.559772956227059e-4
af: 		 7.002041176810388e-4
ag: 		 0.0027160039548009395
ah: 		 4.0569766475081646e-4
ai: 		 0.002099944537957107
aj: 		 9.449583467035479e-5
ak: 		 9.429549014455191e-4
al: 		 0.012985664347456176
am: 		 0.0035524423500279314
an: 		 0.012067752511736016
ao: 		 1.1018948919157978e-4
ap: 		 0.0033784765201224374
aq: 		 1.0184180061646011e-4
ar: 		 0.010000864820536382
as: 		 0.005277074809647658
at: 		 0.013752316066195166
au: 		 0.0016909077977762426
av: 		 0.0011105764880339224
aw: 		 6.307513487360431e-4
ax: 		 4.0736720246584043e-4
ay: 		 8.391096555710303e-4
az: 		 4.6914009792172606e-4
ba: 		 0.0027140005095429107
bb: 		 5.599629496190282e-4
bc: 		 1.308917568578766e-4
bd: 		 1.4257852086304416e-4
be: 		 0.002848231341830835
bf: 		 4.8750501278698935e-5
bg: 		 2.9717771327426064e-5
bh: 		 5.542865213879468e-5
bi: 		 0.002870603147212156
bj: 		 8.61481460952351e-5
bk: 		 1.1352856462162766e-5
bl: 		 0.004142123070974385
bm: 		 7.946999523513936e-5
bn: 		 5.509474459578989e-5
bo: 		 0.002255545452997338
bp: 		 6.978667648800053e-5
bq: 		 3.339075430047872e-6
br: 		 0.001933658581540723
bs: 		 5.138837086843675e-4
bt: 		 1.6595204887337925e-4
bu: 		 0.0014959057926614467
bv: 		 4.7080963563675e-5
bw: 		 2.6378695897378192e-5
bx: 		 1.335630172019149e-6
by: 		 1.8665431653967605e-4
bz: 		 3.339075430047872e-6
ca: 		 0.007344296408390295
cb: 		 7.345965946105319e-6
cc: 		 7.64314365937958e-4
cd: 		 1.7363192236248936e-5
ce: 		 0.004571528171278542
cf: 		 6.01033577408617e-6
cg: 		 4.006890516057447e-6
ch: 		 0.006143230976202075
ci: 		 0.003658291041160449
ck: 		 0.0021720685672461408
cl: 		 0.0016454963719275916
cm: 		 1.6027562064229788e-5
cn: 		 6.778323122997181e-5
co: 		 0.0078074261705379355
cp: 		 1.3690209263196277e-5
cq: 		 5.910163511184734e-5
cr: 		 0.002708324081311829
cs: 		 3.4258913912291173e-4
ct: 		 0.003383819040810514
cu: 		 0.0024912841783587174
cv: 		 6.678150860095745e-7
cw: 		 6.678150860095744e-6
cx: 		 3.3390754300478726e-7
cy: 		 0.0011135816559209653
cz: 		 1.4024116806201064e-5
da: 		 0.002165390416386045
db: 		 1.1920499285270904e-4
dc: 		 6.81171387729766e-5
